pgn,name
d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 d5 cxd5 Nxd5 Bd2,"Queen's Indian Defense, Kasparov-Petrosian Variation, Romanishin Attack"
d4 Nf6 c4 e6 Nf3 b6 Bf4,"Queen's Indian Defense, Miles Variation"
d4 Nf6 c4 e6 Nf3 b6 a3,"Queen's Indian Defense, Petrosian Variation"
d4 Nf6 c4 e6 Nf3 b6 a3 Ba6 Qc2 Bb7,"Queen's Indian Defense, Petrosian Variation, Farago Defense"
d4 Nf6 c4 e6 Nf3 b6 Nc3 Bb4 Bg5 h6 Bh4 Bb7,"Queen's Indian Defense, Kasparov Variation"
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 O-O c5 c4,"Queen's Indian Defense, with e3"
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 O-O c5 c4 Be7,"Queen's Indian Defense, with e3"
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 O-O c5 c4 g6,"Queen's Indian Defense, with e3"
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 O-O Be7 c4 O-O Nc3,"Queen's Indian Defense, with e3"
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 Nbd2 c5 b3 Be7 Bb2 d6 O-O O-O c4,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 d5 e3 b6 Nc3 Bb7,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 d5 e3 b6 Nc3 Bd6 Bd3,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 d5 e3 b6 Nc3 Bd6 Bd3 O-O O-O Bb7,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 d5 e3 Be7 Nc3 O-O b3 b6,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 d5 e3 Be7 b3 O-O Bd3 b6,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 d5 e3 Be7 b3 O-O Bb2 b6 Nbd2 Bb7 Bd3,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 b6 a3 Bxd2+ Qxd2 Bb7 e3,"Queen's Indian Defense, with e3"
Nf3 d5 e3 Nf6 c4 e6 Nc3 Be7 d4 O-O b3 b6 cxd5 exd5 Bb2 Bb7 Bd3,"Queen's Indian Defense, with e3"
d4 Nf6 Nf3 d5 c4 e6 e3 b6 b3 Bb7 Bd3 Nbd7 O-O Bd6 Bb2 O-O Nbd2,"Queen's Indian Defense, with e3"
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 b6 e3 Bb7,"Queen's Indian Defense, with e3, Bb4+ Line"
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 c5 O-O Be7 b3 O-O Bb2 cxd4 Nxd4,"Queen's Indian Defense, Averbakh Variation"
d4 Nf6 c4 e6 Nf3 b6 e3,"Queen's Indian Defense, Spassky System"
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7,"Queen's Indian Defense, Spassky System"
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3,"Queen's Indian Defense, Spassky System"
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 d5,"Queen's Indian Defense, Spassky System"
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 c5,"Queen's Indian Defense, Spassky System3"
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 c5 Nc3 cxd4 exd4 Be7 O-O d5 cxd5 Nxd5,"Queen's Indian Defense, Spassky System3"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5 d5 exd5 Ng5,"Queen's Indian Defense, Buerger Variation"
d4 Nf6 c4 e6 Nf3 b6 g3,"Queen's Indian Defense, Fianchetto Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 Bb4+,"Queen's Indian Defense, Fianchetto Variation, Check Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 Bb4+ Bd2 Be7,"Queen's Indian Defense, Fianchetto Variation, Check Variation, Intermezzo Line"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3 Bb4+ Bd2 Qe7,"Queen's Indian Defense, Fianchetto Variation, Check Variation, Modern Line"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6,"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qa4,"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 b3,"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Quiet Line"
d4 Nf6 c4 e6 Nf3 b6 g3 Ba6 Qb3,"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Timman's Line"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5 d5 exd5 Nh4,"Queen's Indian Defense, Fianchetto Variation, Rubinstein Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 c5,"Queen's Indian Defense, Fianchetto Variation, Sämisch Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7,"Queen's Indian Defense, Fianchetto Variation, Traditional Line"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+,"Queen's Indian Defense, Capablanca Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Bb4+ Bd2 Be7,"Queen's Indian Defense, Riumin Variation"
d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5 g3 b6 Bg2 Bb7,"Queen's Indian Defense, Yates Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 Nc3,"Queen's Indian Defense, Anti-Queen's Indian System"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O,"Queen's Indian Defense, Classical Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O d5 exd5 Nh4,"Queen's Indian Defense, Classical Variation, Polugaevsky Gambit"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O d5 exd5 Nd4,"Queen's Indian Defense, Classical Variation, Taimanov Gambit"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O b3,"Queen's Indian Defense, Euwe Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Re1,"Queen's Indian Defense, Fianchetto Variation, Kramnik Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 Nc3 Ne4 Bd2,"Queen's Indian Defense, Opocensky Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7,"Queen's Indian Defense, Traditional Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Na6,"Queen's Indian Defense, Classical Variation, Tiviakov Defense"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3,"Queen's Indian Defense, Classical Variation, Traditional Variation"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 d5,"Queen's Indian Defense, Classical Variation, Traditional Variation, Nimzowitsch Line"
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Ne4 Qc2 Nxc3 Qxc3,"Queen's Indian Defense, Classical Variation, Traditional Variation, Main Line"
d4 Nf6 c4 e6 Nc3 Bb4,Nimzo-Indian Defense
d4 Nf6 c4 e6 Nc3 Bb4 e4,"Nimzo-Indian Defense, Dilworth Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 f3,"Nimzo-Indian Defense, Kmoch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qd3,"Nimzo-Indian Defense, Mikenas Attack"
d4 Nf6 c4 e6 Nc3 Bb4 g3,"Nimzo-Indian Defense, Romanishin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 O-O Bg2,"Nimzo-Indian Defense, Romanishin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 g3 cxd4 Nxd4 O-O Bg2 d5 cxd5 Nxd5,"Nimzo-Indian Defense, Romanishin Variation, English Hybrid"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3,"Nimzo-Indian Defense, Three Knights Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 d5 Ne4,"Nimzo-Indian Defense, Three Knights Variation, Euwe Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 d5,"Nimzo-Indian Defense, Three Knights Variation, Korchnoi Variation"
d4 Nf6 c4 e6 Nf3 Bb4+ Nc3 c5 d5 b5,"Nimzo-Indian Defense, Three Knights Variation, Shocron Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 Qb3,"Nimzo-Indian Defense, Spielmann Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxd2,"Nimzo-Indian Defense, Spielmann Variation, Carlsbad Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6,"Nimzo-Indian Defense, Spielmann Variation, Romanovsky Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxc5,"Nimzo-Indian Defense, Spielmann Variation, Stahlberg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxc5 Qc2 f5 g3,"Nimzo-Indian Defense, Spielmann Variation, Stahlberg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 a3,"Nimzo-Indian Defense, Sämisch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Bxc3+ bxc3 c5 e3 O-O cxd5 Nxd5,"Nimzo-Indian Defense, Sämisch Variation, Botvinnik Variation"
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Bxc3+ bxc3 c5 cxd5,"Nimzo-Indian Defense, Sämisch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Bxc3+ bxc3 c5 cxd5 Nxd5 dxc5,"Nimzo-Indian Defense, Sämisch Variation, Keres Variation"
d4 Nf6 c4 e6 Nc3 Bb4 f3 d5 a3 Bxc3+ bxc3 c5 cxd5 Nxd5 dxc5 f5,"Nimzo-Indian Defense, Sämisch Variation, Romanovsky Variation"
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3,"Nimzo-Indian Defense, Sämisch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3 b6,"Nimzo-Indian Defense, Sämisch Variation, O'Kelly Variation"
d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O,"Nimzo-Indian Defense, Sämisch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O a3 Bxc3+ bxc3,"Nimzo-Indian Defense, Sämisch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 Nc6 a3 Bxc3+ bxc3 O-O,"Nimzo-Indian Defense, Sämisch Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 Nc6 a3 Bxc3+ bxc3 O-O Ne2 b6 e4 Ne8,"Nimzo-Indian Defense, Sämisch Variation, Capablanca Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Bg5,"Nimzo-Indian Defense, Leningrad Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bh4 c5 d5 b5,"Nimzo-Indian Defense, Leningrad Variation, Averbakh Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bh4 c5 d5 d6,"Nimzo-Indian Defense, Leningrad Variation, Benoni Defense"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2,"Nimzo-Indian Defense, Classical Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 b6,"Nimzo-Indian Defense, Classical Variation, Keres Defense"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 b5,"Nimzo-Indian Defense, Classical Variation, Vitolins-Adorjan Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6 Nf3 d6,"Nimzo-Indian Defense, Classical Variation, Milner-Barry Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 Nc6,"Nimzo-Indian Defense, Classical Variation, Zurich Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 Qxd5 Nf3 Qf5 Qd1 e5,"Nimzo-Indian Defense, Classical Variation, Belyavsky Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5,"Nimzo-Indian Defense, Classical Variation, Noa Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 cxd5 exd5,"Nimzo-Indian Defense, Classical Variation, Noa Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3,"Nimzo-Indian Defense, Classical Variation, Noa Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Nc6,"Nimzo-Indian Defense, Classical Variation, Noa Variation, Botvinnik Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Ne4,"Nimzo-Indian Defense, Classical Variation, Noa Variation, Main Line"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 c5,"Nimzo-Indian Defense, Classical Variation, Romanishin Gambit"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Ne4 Qc2 c5,"Nimzo-Indian Defense, Classical Variation, Modern Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Ne4 Qc2,"Nimzo-Indian Defense, Classical Variation, Noa Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 a3 Bxc3+ Qxc3 Ne4 Qc2 Nc6 e3 e5,"Nimzo-Indian Defense, Classical Variation, Noa Variation, San Remo Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5,"Nimzo-Indian Defense, Classical Variation, Berlin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O e3 d5 Nf3 c5,"Nimzo-Indian Defense, Classical Variation, Berlin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 Bxc3+,"Nimzo-Indian Defense, Classical Variation, Berlin Variation, Steiner Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 O-O a3 Bxc5 Nf3 b6,"Nimzo-Indian Defense, Classical Variation, Berlin Variation, Macieja System"
d4 Nf6 c4 e6 Nc3 Bb4 Qc2 c5 dxc5 O-O,"Nimzo-Indian Defense, Classical Variation, Berlin Variation, Pirc Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3,"Nimzo-Indian Defense, Rubinstein System"
d4 Nf6 c4 e6 Nc3 Bb4 e3 Nc6,"Nimzo-Indian Defense, Rubinstein System, Taimanov Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5,"Nimzo-Indian Defense, Rubinstein System"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 Nc6 Nf3 Bxc3+ bxc3 d6,"Nimzo-Indian Defense, Rubinstein System, Hübner Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Bd3 Nc6 Nf3 Bxc3+ bxc3 d6 O-O O-O,"Nimzo-Indian Defense, Rubinstein System, Hübner Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2,"Nimzo-Indian Defense, Rubinstein System, Rubinstein Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2 cxd4 exd4 O-O a3,"Nimzo-Indian Defense, Rubinstein System, Rubinstein Variation, Main Line"
d4 Nf6 c4 e6 Nc3 Bb4 e3 c5 Ne2 cxd4 exd4 O-O c5,"Nimzo-Indian Defense, Rubinstein System, Rubinstein Variation, Sherbakov Attack"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 O-O,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 O-O O-O,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 O-O O-O c5,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 O-O O-O c5 Na4 cxd4 a3 Be7,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 Ne4 Qc2 f5 Nf3 b6 Bd3 Bb7,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 Nf3 b6 O-O Bb7 Na4 Qe7,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 Bxc3+ bxc3 b6 e3 Bb7 Bd3 O-O O-O,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 e3 Ne4 Qc2,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 e3 Ne4 Qc2 Bb7 Bd3 Bxc3+ bxc3 f5 O-O,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 Ne4,"Nimzo-Indian Defense, St. Petersburg Variation, with Ne4"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2,"Nimzo-Indian Defense, St. Petersburg Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Ne4,"Nimzo-Indian Defense, St. Petersburg Variation, American Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 c5 a3 Ba5,"Nimzo-Indian Defense, St. Petersburg Variation, Romanishin-Psakhis Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Ne2 Ba6,"Nimzo-Indian Defense, St. Petersburg Variation, Fischer Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O,"Nimzo-Indian Defense, Normal Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2,"Nimzo-Indian Defense, Reshevsky Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2 d5 a3 Bd6,"Nimzo-Indian Defense, Simagin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3,"Nimzo-Indian Defense, Normal Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5,"Nimzo-Indian Defense, Normal Variation, Classical Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 Nc6 O-O,"Nimzo-Indian Defense, Ragozin Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 a3 Bxc3+ bxc3,"Nimzo-Indian Defense, Normal Variation, Botvinnik System"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3,Nimzo-Indian Defense
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5,"Nimzo-Indian Defense, Normal Variation, Ragozin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5 a3,"Nimzo-Indian Defense, Normal Variation, Sämisch Deferred"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 Nc6 O-O dxc4,"Nimzo-Indian Defense, Ragozin Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 b6,"Nimzo-Indian Defense, Normal Variation, Schlechter Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 O-O O-O d5,"Nimzo-Indian Defense, Normal Variation, Schlechter Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5,"Nimzo-Indian Defense, Normal Variation, Gligoric System"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nbd7,"Nimzo-Indian Defense, Normal Variation, Gligoric System"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O b6,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Keres Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Exchange Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 cxd4 exd4,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Exchange Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 Qe7,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Smyslov Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 Nbd7,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Bronstein Variation"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nc6,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Bernstein Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nc6 a3 dxc4 Bxc4 cxd4,"Nimzo-Indian Defense, Normal Variation, Gligoric System, Bernstein Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nc6 a3 Bxc3 bxc3,"Nimzo-Indian Defense, Normal Variation, Bernstein Defense, Exchange Line"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nc6 a3 Bxc3 bxc3 dxc4 Bxc4,"Nimzo-Indian Defense, Normal Variation, Bernstein Defense"
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 a3 Bxc3+ bxc3 dxc4 Bxc4 c5 Nf3 Nc6 O-O Qc7 Qc2,"Nimzo-Indian Defense, Normal Variation, Bernstein Defense"
d4 Nf6 c4 g6 g3 Bg7 Bg2 d5,"Grünfeld Defense, Counterthrust Variation"
d4 Nf6 c4 g6 d5 b5,"Indian Defense, Anti-Grünfeld, Adorjan Gambit"
d4 Nf6 c4 g6 d5,"Indian Defense, Anti-Grünfeld, Advance Variation"
d4 Nf6 c4 g6 f3,"Indian Defense, Anti-Grünfeld, Alekhine Variation"
d4 Nf6 c4 g6 f3 e5,"Indian Defense, Anti-Grünfeld, Alekhine Variation, Leko Gambit"
d4 Nf6 c4 g6 h4,"Indian Defense, Anti-Grünfeld, Basman-Williams Attack"
d4 Nf6 c4 g6,"Indian Defense, West Indian Defense"
d4 Nf6 c4 g6 Nf3 Bg7 g3,"King's Indian Defense, Fianchetto Variation"
d4 Nf6 c4 g6 g3,"King's Indian Defense, Fianchetto Variation, Immediate Fianchetto"
d4 Nf6 Nf3 g6 c4,"King's Indian Defense, Normal Variation, King's Knight Variation"
d4 Nf6 c4 g6 Nf3 Bg7 b4,"King's Indian Defense, Santasiere Variation"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 O-O e3 d6 Be2 c6,"King's Indian Defense, Semi-Classical Variation, Benoni Variation"
d4 Nf6 Nf3 g6 c4 Bg7 Nc3 O-O e3 d6 Be2 Nc6,"King's Indian Defense, Semi-Classical Variation, Hollywood Variation"
d4 Nf6 c4 g6 Qc2,"Queen's Pawn, Mengarini Attack"
d4 Nf6 c4 g6 Nc3,King's Indian Defense
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c6 O-O Qb6,"King's Indian Defense, Fianchetto Variation, Benjamin Defense"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 O-O e3 d6 Be2,"King's Indian Defense, Semi-Classical Variation"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 O-O e3 d6 Be2 Nbd7 O-O e5 dxe5 dxe5,"King's Indian Defense, Semi-Classical Variation, Exchange Variation"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 O-O e3 d6 Be2 Nbd7 O-O e5 b4,"King's Indian Defense, Semi-Classical Variation, Queenside Storm Line"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 Bg5,"King's Indian Defense, Smyslov Variation"
d4 Nf6 c4 g6 g3 Bg7 Bg2 O-O Nc3 d6 Nf3 Nc6,"King's Indian Defense, Fianchetto Variation, Carlsbad Variation"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3,"King's Indian Defense, Fianchetto Variation, Delayed Fianchetto"
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O c6 Nc3 Qa5,"King's Indian Defense, Fianchetto Variation, Kavalek Defense"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c6 O-O Bf5,"King's Indian Defense, Fianchetto Variation, Larsen Defense"
d4 Nf6 c4 g6 g3 Bg7 Bg2 O-O Nc3 d6 Nf3 Nc6 O-O Bf5,"King's Indian Defense, Fianchetto Variation, Lesser Simagin (Spassky)"
d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6 O-O Bg4,"King's Indian Defense, Fianchetto Variation, Simagin Variation"
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 e5,"King's Indian Defense, Fianchetto Variation, Uhlmann-Szabo System"
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 a6,"King's Indian Defense, Fianchetto Variation, Panno Variation"
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 a6 d5 Na5 Nd2 c5 Qc2 e5,"King's Indian Defense, Fianchetto Variation, Panno Variation, Blockade Line"
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 a6 d5 Na5 Nd2 c5 Qc2 Rb8 b3 b5 Bb2 bxc4 bxc4 Bh6,"King's Indian Defense, Fianchetto Variation, Panno Variation, Donner Line"
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6 Nc3 a6 h3 Rb8 Be3 b5 Nd2,"King's Indian Defense, Fianchetto Variation, Panno Variation, Korchnoi Line"
d4 Nf6 c4 g6 Nf3 Bg7 g3 d6 Bg2 O-O O-O Nbd7 Nc3 e5 b3,"King's Indian Defense, Fianchetto Variation, Double Fianchetto Attack"
d4 Nf6 c4 g6 Nf3 Bg7 g3 d6 Bg2 O-O O-O Nbd7 Nc3 a6,"King's Indian Defense, Fianchetto Variation, Hungarian Variation"
d4 Nf6 c4 g6 Nf3 Bg7 g3 c5 Bg2 Qa5+,"King's Indian Defense, Fianchetto Variation, Pterodactyl Variation"
